Vertex,ID,OD,IDW,ODW,IDC,ODC,BC,CC,KC,PR,Hub,Authority,LCC,EC,Botnet
749,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
750,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
751,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
752,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
753,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
754,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
755,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
756,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
757,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
758,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
759,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
760,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
761,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
762,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
763,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
764,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
765,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
766,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
767,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
768,1,0,0,6,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
769,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
770,2,2,18,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,BOTNET
771,8,82,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0,NONBOTNET
772,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
773,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
774,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
775,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
776,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
777,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
778,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
779,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
780,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
781,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
782,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
783,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
784,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
785,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
786,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
787,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
788,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
789,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
790,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
791,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
792,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
793,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
794,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
795,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
796,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
797,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
798,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
799,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
800,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
801,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
802,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
803,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
804,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
805,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
806,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
807,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
808,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
809,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
810,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
811,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
812,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
813,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
814,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
815,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
816,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
817,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
818,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
819,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
820,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
821,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
822,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
823,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
824,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
825,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
826,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
827,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
828,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
829,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
830,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
831,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
832,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
833,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
834,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
835,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
836,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
837,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
838,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
839,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
840,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
841,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
842,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
843,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
844,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
845,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
846,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
847,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
848,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
849,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
850,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
851,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
852,2,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
853,11,96,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0,NONBOTNET
854,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
855,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
856,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
857,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
858,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
859,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
860,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
861,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
862,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
863,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
864,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
865,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
866,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
867,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
868,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
869,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
870,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
871,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
872,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
873,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
874,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
875,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
876,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
877,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
878,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
879,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
880,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
881,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
882,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
883,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
884,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
885,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
886,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
887,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
888,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
889,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
890,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
891,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
892,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
893,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
894,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
895,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
896,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
897,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
898,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
899,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
900,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
901,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
902,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
903,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
904,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
905,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
906,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
907,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
908,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
909,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
910,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
911,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
912,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
913,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
914,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
915,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
916,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
917,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
918,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
919,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
920,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
921,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
922,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
923,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
924,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
925,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
926,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
927,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
928,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
929,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
930,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
931,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
932,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
933,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
934,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
935,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
936,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
937,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
938,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
939,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
940,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
941,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
942,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
943,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
944,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
945,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
946,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
947,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
948,2,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
949,3,42,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0,NONBOTNET
950,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
951,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
952,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
953,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
954,1,1,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
955,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
956,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
957,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
958,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
959,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
960,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
961,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
962,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
963,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
964,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
965,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
966,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
967,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
968,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
969,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
970,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
971,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
972,1,0,16,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,BOTNET
973,1,0,0,0,0,0,0.0,0.0,0,0,2.796538019784786e-05,0.0,0.0,0.0154468941156186,NONBOTNET
